Date,Module Name,Dev Name,Change description,Configurable,UI Changes,Sites Pending,Test Servers,Brandix,Closed Count,1,Mallcom
17-Dec,MTO Frontend,Yash,6767 MTO_Deployment on MallcomGRT production and test server,No,No,No,,,2,,Done
